unit                                     | agent_type              | verdict     | block_ts                         | has_relay | decision | reason                                  
feat_deploy-shapes-D-artifacts           | adversarial-audit       | BLOCK       | 2026-09-10T09:31:54.208958+00:00 | True      | DENY     | relay `unit_branch` 'feat/deploy-shapes-D-artifacts' slugifies to this BLOCK's own unit but does not resolve under refs/heads/ — `git rev-parse --verify --end-of-options refs/heads/feat/deploy-shapes-
feat_deploy-shapes-D-artifacts           | adversarial-audit       | BLOCK       | 2026-09-10T10:14:41.519931+00:00 | False     | DENY     | no relay artifact exists                
feat_deploy-shapes-E1-arm64-ci-base      | discipline-test-auditor | BLOCK       | 2026-09-09T17:47:18.647491+00:00 | True      | DENY     | relay carries no valid `fix_head` — the lead must write the fix commit's full sha
feat_deploy-shapes-E1-arm64-ci-base      | citation-checker        | PASS        | 2026-09-09T17:48:19.811354+00:00 | False     | DENY     | no relay artifact exists                
feat_deploy-shapes-E1-arm64-ci-base      | adversarial-audit       | BLOCK       | 2026-09-09T17:58:02.070321+00:00 | True      | DENY     | relay carries no valid `fix_head` — the lead must write the fix commit's full sha
feat_deploy-shapes-E1-arm64-ci-base      | oracle                  | PASS        | 2026-09-09T18:12:40.710755+00:00 | False     | DENY     | no relay artifact exists                
feat_deploy-shapes-E1-arm64-ci-base      | discipline-test-auditor | PASS        | 2026-09-09T20:19:30.201537+00:00 | False     | DENY     | no relay artifact exists                
feat_deploy-shapes-E1-arm64-ci-base      | adversarial-audit       | BLOCK       | 2026-09-09T20:25:31.934350+00:00 | True      | DENY     | relay carries no valid `fix_head` — the lead must write the fix commit's full sha
feat_deploy-shapes-E1-arm64-ci-base      | citation-checker        | PASS        | 2026-09-09T20:35:42.904952+00:00 | False     | DENY     | no relay artifact exists                
feat_deploy-shapes-E1-arm64-ci-base      | adversarial-audit       | BLOCK       | 2026-09-09T20:41:40.063877+00:00 | True      | DENY     | relay carries no valid `fix_head` — the lead must write the fix commit's full sha
feat_deploy-shapes-E1-arm64-ci-base      | oracle                  | PASS        | 2026-09-09T20:50:14.330280+00:00 | False     | DENY     | no relay artifact exists                
feat_deploy-shapes-E1-arm64-ci-base      | adversarial-audit       | BLOCK       | 2026-09-09T20:58:26.938186+00:00 | True      | DENY     | relay carries no valid `fix_head` — the lead must write the fix commit's full sha
feat_deploy-shapes-E1-arm64-ci-base      | adversarial-audit       | BLOCK       | 2026-09-09T21:19:31.818627+00:00 | True      | DENY     | relay `unit_branch` 'feat/deploy-shapes-E1-arm64-ci-base' slugifies to this BLOCK's own unit but does not resolve under refs/heads/ — `git rev-parse --verify --end-of-options refs/heads/feat/deploy-sh
feat_deploy-shapes-E1-arm64-ci-base      | pressure-tester         | BLOCK       | 2026-09-09T21:31:10.089721+00:00 | False     | DENY     | no relay artifact exists                
feat_deploy-shapes-E1-arm64-ci-base      | citation-checker        | BLOCK       | 2026-09-09T21:52:01.966148+00:00 | False     | DENY     | no relay artifact exists                
feat_deploy-shapes-E1-arm64-ci-base      | oracle                  | PASS        | 2026-09-09T21:52:15.609916+00:00 | False     | DENY     | no relay artifact exists                
feat_deploy-shapes-E1-arm64-ci-base      | adversarial-audit       | BLOCK       | 2026-09-09T21:57:08.395370+00:00 | False     | DENY     | no relay artifact exists                
feat_deploy-shapes-E2-arm64              | citation-checker        | BLOCK       | 2026-09-10T13:38:42.484322+00:00 | False     | DENY     | no relay artifact exists                
feat_deploy-shapes-E2-arm64              | adversarial-audit       | BLOCK       | 2026-09-10T13:47:15.127604+00:00 | True      | DENY     | relay `unit_branch` 'feat/deploy-shapes-E2-arm64' slugifies to this BLOCK's own unit but does not resolve under refs/heads/ — `git rev-parse --verify --end-of-options refs/heads/feat/deploy-shapes-E2-
feat_deploy-shapes-E2-arm64              | adversarial-audit       | BLOCK       | 2026-09-10T14:20:06.354183+00:00 | True      | DENY     | relay `unit_branch` 'feat/deploy-shapes-E2-arm64' slugifies to this BLOCK's own unit but does not resolve under refs/heads/ — `git rev-parse --verify --end-of-options refs/heads/feat/deploy-shapes-E2-
feat_deploy-shapes-E2-arm64              | citation-checker        | BLOCK       | 2026-09-10T14:56:37.114204+00:00 | False     | DENY     | no relay artifact exists                
feat_deploy-shapes-E2-arm64              | adversarial-audit       | BLOCK       | 2026-09-10T15:00:59.824913+00:00 | True      | DENY     | relay `unit_branch` 'feat/deploy-shapes-E2-arm64' slugifies to this BLOCK's own unit but does not resolve under refs/heads/ — `git rev-parse --verify --end-of-options refs/heads/feat/deploy-shapes-E2-
feat_deploy-shapes-E2-arm64              | adversarial-audit       | BLOCK       | 2026-09-10T15:31:46.929933+00:00 | False     | DENY     | no relay artifact exists                
feat_deploy-shapes-K-kubernetes          | citation-checker        | PASS        | 2026-09-10T23:36:21.458055+00:00 | False     | DENY     | no relay artifact exists                
feat_deploy-shapes-K-kubernetes          | citation-checker        | PASS        | 2026-09-10T23:41:15.438434+00:00 | False     | DENY     | no relay artifact exists                
feat_deploy-shapes-K-kubernetes          | adversarial-audit       | BLOCK       | 2026-09-10T23:46:32.311297+00:00 | False     | DENY     | no relay artifact exists                
feat_deploy-shapes-K                     | pressure-tester         | BLOCK       | 2026-09-10T20:34:55.905266+00:00 | False     | DENY     | no relay artifact exists                
feat_deploy-shapes-K                     | pressure-tester         | BLOCK       | 2026-09-10T20:45:42.341356+00:00 | False     | DENY     | no relay artifact exists                
feat_deploy-shapes-K                     | pressure-tester         | BLOCK       | 2026-09-10T20:57:01.867382+00:00 | False     | DENY     | no relay artifact exists                
feat_deploy-shapes-K                     | pressure-tester         | BLOCK       | 2026-09-10T21:28:50.229993+00:00 | False     | DENY     | no relay artifact exists                
feat_deploy-shapes-K                     | pressure-tester         | BLOCK       | 2026-09-10T21:36:40.730631+00:00 | False     | DENY     | no relay artifact exists                
feat_dist-segment-scatter-gather         | pressure-tester         | BLOCK       | 2026-09-10T20:39:23.945643+00:00 | False     | DENY     | no relay artifact exists                
feat_dist-segment-scatter-gather         | pressure-tester         | BLOCK       | 2026-09-10T20:53:34.623371+00:00 | False     | DENY     | no relay artifact exists                
feat_dist-segment-scatter-gather         | pressure-tester         | BLOCK       | 2026-09-10T21:05:11.985702+00:00 | False     | DENY     | no relay artifact exists                
feat_dist-segment-scatter-gather         | pressure-tester         | BLOCK       | 2026-09-10T21:33:10.845140+00:00 | False     | DENY     | no relay artifact exists                
feat_dist-segment-scatter-gather         | pressure-tester         | BLOCK       | 2026-09-10T21:41:00.569822+00:00 | False     | DENY     | no relay artifact exists                
feat_job-graph                           | pressure-tester         | BLOCK       | 2026-09-10T20:44:06.074060+00:00 | False     | DENY     | no relay artifact exists                
feat_job-graph                           | pressure-tester         | BLOCK       | 2026-09-10T21:09:23.680823+00:00 | False     | DENY     | no relay artifact exists                
feat_job-graph                           | pressure-tester         | BLOCK       | 2026-09-10T21:50:30.171320+00:00 | False     | DENY     | no relay artifact exists                
feat_job-graph                           | pressure-tester         | BLOCK       | 2026-09-10T22:02:43.432383+00:00 | False     | DENY     | no relay artifact exists                
feat_job-graph                           | pressure-tester         | BLOCK       | 2026-09-10T22:35:53.303079+00:00 | False     | DENY     | no relay artifact exists                
feat_job-graph                           | pressure-tester         | BLOCK       | 2026-09-10T22:57:35.349344+00:00 | False     | DENY     | no relay artifact exists                
feat_job-graph                           | pressure-tester         | BLOCK       | 2026-09-10T23:08:32.024546+00:00 | False     | DENY     | no relay artifact exists                
feat_job-graph                           | pressure-tester         | BLOCK       | 2026-09-10T23:15:37.881961+00:00 | False     | DENY     | no relay artifact exists                
feat_peer-segment-search                 | pressure-tester         | BLOCK       | 2026-09-10T22:03:32.799588+00:00 | False     | DENY     | no relay artifact exists                
feat_peer-segment-search                 | pressure-tester         | PASS        | 2026-09-10T22:09:15.851030+00:00 | False     | DENY     | no relay artifact exists                
fix_421-serve-gaps                       | adversarial-audit       | BLOCK       | 2026-09-08T15:32:36.484206+00:00 | False     | DENY     | no relay artifact exists                
fix_476-seam-counter-test-isolation      | pressure-tester         | BLOCK       | 2026-09-08T21:49:42.503748+00:00 | False     | DENY     | no relay artifact exists                
fix_476-seam-counter-test-isolation      | fix-verifier            | PASS        | 2026-09-08T22:44:00.241923+00:00 | False     | DENY     | no relay artifact exists                
fix_476-seam-counter-test-isolation      | citation-checker        | BLOCK       | 2026-09-08T22:44:50.842043+00:00 | False     | DENY     | no relay artifact exists                
fix_476-seam-counter-test-isolation      | adversarial-audit       | BLOCK       | 2026-09-08T22:57:04.373147+00:00 | True      | DENY     | relay carries no valid `fix_head` — the lead must write the fix commit's full sha
fix_476-seam-counter-test-isolation      | oracle                  | PASS        | 2026-09-08T23:25:46.489992+00:00 | False     | DENY     | no relay artifact exists                
fix_476-seam-counter-test-isolation      | citation-checker        | BLOCK       | 2026-09-08T23:28:00.158959+00:00 | False     | DENY     | no relay artifact exists                
fix_476-seam-counter-test-isolation      | adversarial-audit       | BLOCK       | 2026-09-08T23:38:08.128256+00:00 | True      | DENY     | relay carries no valid `fix_head` — the lead must write the fix commit's full sha
fix_476-seam-counter-test-isolation      | adversarial-audit       | BLOCK       | 2026-09-08T23:56:41.613854+00:00 | True      | DENY     | relay carries no valid `fix_head` — the lead must write the fix commit's full sha
fix_476-seam-counter-test-isolation      | citation-checker        | PASS        | 2026-09-09T00:07:20.970568+00:00 | False     | DENY     | no relay artifact exists                
fix_476-seam-counter-test-isolation      | adversarial-audit       | PASS        | 2026-09-09T00:17:02.414322+00:00 | False     | DENY     | no relay artifact exists                
fix_check-client-deps-sigpipe            | adversarial-audit       | BLOCK       | 2026-09-11T12:51:39.052653+00:00 | True      | DENY     | relay `unit_branch` 'fix/check-client-deps-sigpipe' slugifies to this BLOCK's own unit but does not resolve under refs/heads/ — `git rev-parse --verify --end-of-options refs/heads/fix/check-client-dep
fix_check-client-deps-sigpipe            | adversarial-audit       | BLOCK       | 2026-09-11T14:38:52.640858+00:00 | True      | DENY     | relay `unit_branch` 'fix/check-client-deps-sigpipe' slugifies to this BLOCK's own unit but does not resolve under refs/heads/ — `git rev-parse --verify --end-of-options refs/heads/fix/check-client-dep
fix_check-client-deps-sigpipe            | adversarial-audit       | BLOCK       | 2026-09-11T14:43:23.997038+00:00 | True      | DENY     | relay `unit_branch` 'fix/check-client-deps-sigpipe' slugifies to this BLOCK's own unit but does not resolve under refs/heads/ — `git rev-parse --verify --end-of-options refs/heads/fix/check-client-dep
fix_check-client-deps-sigpipe            | adversarial-audit       | PASS        | 2026-09-11T15:18:56.196570+00:00 | False     | DENY     | no relay artifact exists                
fix_lead-gate-probe-the-fix              | pressure-tester         | BLOCK       | 2026-09-09T21:41:43.982552+00:00 | False     | DENY     | no relay artifact exists                
fix_lead-gate-probe-the-fix              | discipline-test-auditor | BLOCK       | 2026-09-09T22:31:39.417441+00:00 | True      | DENY     | relay `unit_branch` 'fix/lead-gate-probe-the-fix' slugifies to this BLOCK's own unit but does not resolve under refs/heads/ — `git rev-parse --verify --end-of-options refs/heads/fix/lead-gate-probe-th
fix_lead-gate-probe-the-fix              | citation-checker        | BLOCK       | 2026-09-09T22:32:49.396957+00:00 | True      | DENY     | relay `unit_branch` 'fix/lead-gate-probe-the-fix' slugifies to this BLOCK's own unit but does not resolve under refs/heads/ — `git rev-parse --verify --end-of-options refs/heads/fix/lead-gate-probe-th
fix_lead-gate-probe-the-fix              | oracle                  | BLOCK       | 2026-09-09T22:33:15.040098+00:00 | True      | DENY     | relay `unit_branch` 'fix/lead-gate-probe-the-fix' slugifies to this BLOCK's own unit but does not resolve under refs/heads/ — `git rev-parse --verify --end-of-options refs/heads/fix/lead-gate-probe-th
fix_lead-gate-probe-the-fix              | adversarial-audit       | BLOCK       | 2026-09-09T22:42:46.083553+00:00 | True      | DENY     | relay `unit_branch` 'fix/lead-gate-probe-the-fix' slugifies to this BLOCK's own unit but does not resolve under refs/heads/ — `git rev-parse --verify --end-of-options refs/heads/fix/lead-gate-probe-th
fix_lead-gate-probe-the-fix              | discipline-test-auditor | BLOCK       | 2026-09-09T23:25:38.145076+00:00 | True      | DENY     | relay `unit_branch` 'fix/lead-gate-probe-the-fix' slugifies to this BLOCK's own unit but does not resolve under refs/heads/ — `git rev-parse --verify --end-of-options refs/heads/fix/lead-gate-probe-th
fix_lead-gate-probe-the-fix              | citation-checker        | BLOCK       | 2026-09-09T23:26:03.800374+00:00 | True      | DENY     | relay `unit_branch` 'fix/lead-gate-probe-the-fix' slugifies to this BLOCK's own unit but does not resolve under refs/heads/ — `git rev-parse --verify --end-of-options refs/heads/fix/lead-gate-probe-th
fix_lead-gate-probe-the-fix              | oracle                  | PASS        | 2026-09-09T23:26:31.472323+00:00 | False     | DENY     | no relay artifact exists                
fix_lead-gate-probe-the-fix              | adversarial-audit       | BLOCK       | 2026-09-09T23:33:59.985495+00:00 | True      | DENY     | relay `unit_branch` 'fix/lead-gate-probe-the-fix' slugifies to this BLOCK's own unit but does not resolve under refs/heads/ — `git rev-parse --verify --end-of-options refs/heads/fix/lead-gate-probe-th
fix_lead-gate-probe-the-fix              | pressure-tester         | BLOCK       | 2026-09-09T23:46:54.019954+00:00 | False     | DENY     | no relay artifact exists                
fix_lead-gate-probe-the-fix              | discipline-test-auditor | BLOCK       | 2026-09-10T00:31:02.204697+00:00 | True      | DENY     | relay `unit_branch` 'fix/lead-gate-probe-the-fix' slugifies to this BLOCK's own unit but does not resolve under refs/heads/ — `git rev-parse --verify --end-of-options refs/heads/fix/lead-gate-probe-th
fix_lead-gate-probe-the-fix              | oracle                  | PASS        | 2026-09-10T00:32:26.634243+00:00 | False     | DENY     | no relay artifact exists                
fix_lead-gate-probe-the-fix              | citation-checker        | BLOCK       | 2026-09-10T00:33:38.699849+00:00 | True      | DENY     | relay `unit_branch` 'fix/lead-gate-probe-the-fix' slugifies to this BLOCK's own unit but does not resolve under refs/heads/ — `git rev-parse --verify --end-of-options refs/heads/fix/lead-gate-probe-th
fix_lead-gate-probe-the-fix              | adversarial-audit       | BLOCK       | 2026-09-10T00:37:49.087788+00:00 | True      | DENY     | relay `unit_branch` 'fix/lead-gate-probe-the-fix' slugifies to this BLOCK's own unit but does not resolve under refs/heads/ — `git rev-parse --verify --end-of-options refs/heads/fix/lead-gate-probe-th
fix_lead-gate-probe-the-fix              | adversarial-audit       | BLOCK       | 2026-09-10T01:20:41.318557+00:00 | True      | DENY     | relay `unit_branch` 'fix/lead-gate-probe-the-fix' slugifies to this BLOCK's own unit but does not resolve under refs/heads/ — `git rev-parse --verify --end-of-options refs/heads/fix/lead-gate-probe-th
fix_lead-gate-probe-the-fix              | citation-checker        | PASS        | 2026-09-10T01:21:16.191234+00:00 | False     | DENY     | no relay artifact exists                
fix_lead-gate-probe-the-fix              | adversarial-audit       | PASS        | 2026-09-10T02:08:32.519370+00:00 | False     | DENY     | no relay artifact exists                
main                                     | pressure-tester         | BLOCK       | 2026-09-09T14:36:25.952654+00:00 | False     | DENY     | no relay artifact exists                
main                                     | pressure-tester         | BLOCK       | 2026-09-09T14:39:45.121379+00:00 | False     | DENY     | no relay artifact exists                
main                                     | pressure-tester         | BLOCK       | 2026-09-09T14:47:14.545956+00:00 | False     | DENY     | no relay artifact exists                
main                                     | pressure-tester         | BLOCK       | 2026-09-09T14:51:28.936446+00:00 | False     | DENY     | no relay artifact exists                
main                                     | pressure-tester         | BLOCK       | 2026-09-09T14:57:03.415029+00:00 | False     | DENY     | no relay artifact exists                
main                                     | pressure-tester         | BLOCK       | 2026-09-09T15:04:03.568484+00:00 | False     | DENY     | no relay artifact exists                
main                                     | pressure-tester         | BLOCK       | 2026-09-09T15:11:58.681875+00:00 | False     | DENY     | no relay artifact exists                
main                                     | pressure-tester         | BLOCK       | 2026-09-09T15:12:05.205871+00:00 | False     | DENY     | no relay artifact exists                
main                                     | pressure-tester         | BLOCK       | 2026-09-09T15:20:46.060850+00:00 | False     | DENY     | no relay artifact exists                
main                                     | pressure-tester         | BLOCK       | 2026-09-09T15:31:52.063703+00:00 | False     | DENY     | no relay artifact exists                
main                                     | pressure-tester         | PASS        | 2026-09-09T15:42:59.648024+00:00 | False     | DENY     | no relay artifact exists                
main                                     | pressure-tester         | BLOCK       | 2026-09-09T16:06:23.725324+00:00 | False     | DENY     | no relay artifact exists                
main                                     | pressure-tester         | BLOCK       | 2026-09-09T16:23:56.722301+00:00 | False     | DENY     | no relay artifact exists                
main                                     | pressure-tester         | BLOCK       | 2026-09-09T16:36:31.987686+00:00 | False     | DENY     | no relay artifact exists                
main                                     | pressure-tester         | BLOCK       | 2026-09-09T16:50:38.040000+00:00 | False     | DENY     | no relay artifact exists                
main                                     | pressure-tester         | BLOCK       | 2026-09-09T17:00:42.336586+00:00 | False     | DENY     | no relay artifact exists                
main                                     | pressure-tester         | BLOCK       | 2026-09-09T17:11:33.918661+00:00 | False     | DENY     | no relay artifact exists                
main                                     | pressure-tester         | BLOCK       | 2026-09-09T17:18:18.273418+00:00 | False     | DENY     | no relay artifact exists                
main                                     | pressure-tester         | PASS        | 2026-09-09T17:25:55.570352+00:00 | False     | DENY     | no relay artifact exists                
main                                     | pressure-tester         | BLOCK       | 2026-09-10T14:20:35.027874+00:00 | False     | DENY     | no relay artifact exists                
perf_421-artifact                        | adversarial-audit       | BLOCK       | 2026-09-08T15:30:30.131907+00:00 | False     | DENY     | no relay artifact exists                
perf_421-followups                       | adversarial-audit       | BLOCK       | 2026-09-08T15:28:53.658866+00:00 | False     | DENY     | no relay artifact exists                
perf_421-frontend                        | adversarial-audit       | BLOCK       | 2026-09-08T15:30:12.916764+00:00 | False     | DENY     | no relay artifact exists                

255 row(s) replayed; 250 DENY, 5 ALLOW.
